ip,app,device,os,channel,click_time,is_attributed
235964,29,1,17,213,2017-11-08 07:04:47,1
107132,19,0,24,347,2017-11-08 12:23:20,1
145169,19,0,24,213,2017-11-07 09:43:32,1
140129,29,1,17,213,2017-11-07 12:00:19,1
3262,3,1,8,480,2017-11-09 11:40:15,0
127759,5,1,61,113,2017-11-08 07:20:22,1
107571,19,0,0,282,2017-11-07 12:13:42,1
122495,8,1,13,145,2017-11-09 10:12:18,0
95856,18,1,19,439,2017-11-07 07:04:28,0
108721,3,1,19,153,2017-11-07 17:19:58,0
23821,29,1,19,333,2017-11-09 01:45:41,1
186301,19,0,29,213,2017-11-07 04:07:42,1
123668,10,1,18,317,2017-11-08 03:39:01,0
134508,20,1,13,259,2017-11-08 08:46:16,1
273573,19,0,0,333,2017-11-08 11:38:33,1
230761,19,0,24,213,2017-11-08 01:55:15,1
363005,19,0,21,213,2017-11-09 09:08:44,1
133395,6,1,13,125,2017-11-09 08:07:21,0
51834,12,1,19,265,2017-11-09 05:50:17,0
296404,10,1,32,113,2017-11-09 09:51:08,1
59903,26,1,14,266,2017-11-08 23:25:16,1
91734,2,1,22,205,2017-11-09 13:12:17,0
348727,66,1,10,101,2017-11-09 10:25:38,1
117898,50,0,0,213,2017-11-07 10:19:47,1
58026,3,1,77,137,2017-11-07 05:58:24,0
77048,2,1,6,205,2017-11-08 09:23:38,0
39182,19,82,24,213,2017-11-09 15:45:32,1
227270,72,1,19,101,2017-11-08 09:22:25,1
92902,19,0,38,347,2017-11-08 01:38:24,1
124149,14,1,17,134,2017-11-07 19:51:41,0
74648,15,1,19,3,2017-11-07 09:02:57,0
109034,25,1,13,259,2017-11-07 12:37:01,0
88992,10,1,13,377,2017-11-09 10:32:32,1
53662,3,1,20,489,2017-11-07 10:08:48,0
24008,14,1,19,379,2017-11-09 09:53:17,0
100629,19,18,0,213,2017-11-07 03:02:28,1
288673,10,1,37,113,2017-11-09 12:55:48,1
258707,3,1,13,280,2017-11-08 06:31:23,1
7813,28,1,13,135,2017-11-09 08:35:26,0
114035,3,1,13,379,2017-11-08 07:54:37,0
49407,19,0,21,213,2017-11-08 11:16:59,1
319266,5,1,4,113,2017-11-09 01:46:40,1
82980,14,1,8,349,2017-11-09 01:08:44,0
3994,2,1,12,258,2017-11-09 05:08:47,0
124778,35,1,19,21,2017-11-08 02:08:55,1
18596,15,1,20,245,2017-11-09 06:30:49,0
247508,45,1,34,5,2017-11-08 05:45:36,1
27586,19,40,24,213,2017-11-08 10:27:48,1
43748,5,1,19,377,2017-11-07 06:57:06,1
9923,19,4,38,213,2017-11-07 04:58:07,1
74515,3,1,13,280,2017-11-07 03:56:20,0
73516,8,1,13,140,2017-11-08 10:22:56,1
7439,13,1,22,477,2017-11-08 06:40:40,0
181754,10,1,4,113,2017-11-07 13:47:57,1
79827,29,1,13,210,2017-11-08 17:56:49,1
256737,10,1,61,113,2017-11-08 06:47:32,1
16540,25,1,13,259,2017-11-09 15:33:06,0
206566,3,1,19,280,2017-11-09 07:07:30,1
69716,2,1,14,477,2017-11-07 03:15:10,1
281384,19,40,24,213,2017-11-08 05:17:10,1
88833,2,1,22,469,2017-11-09 14:26:44,0
133652,12,1,19,178,2017-11-08 10:47:50,0
5348,3,1,13,280,2017-11-09 05:33:46,0
54661,15,1,23,245,2017-11-07 23:42:51,0
5314,3,1,13,480,2017-11-07 01:11:44,0
72233,5,1,4,113,2017-11-08 13:49:05,1
272009,5,1,7,113,2017-11-08 01:59:21,1
57000,19,0,21,213,2017-11-07 07:02:08,1
127768,19,0,24,213,2017-11-07 11:57:40,1
8209,19,124,0,282,2017-11-07 10:21:42,1
37556,35,1,13,21,2017-11-07 00:21:48,1
360304,1,1,18,137,2017-11-09 11:43:34,0
88168,26,1,25,266,2017-11-09 04:57:23,0
205549,12,1,25,178,2017-11-07 08:02:55,0
85208,83,0,24,171,2017-11-08 08:28:14,1
24980,19,0,0,213,2017-11-08 08:14:30,1
60580,29,1,19,343,2017-11-09 12:11:53,1
102025,1,2,9,135,2017-11-07 02:21:49,0
27819,35,1,17,274,2017-11-07 04:41:19,1
44744,202,1,13,421,2017-11-08 04:44:17,1
123872,2,1,25,477,2017-11-07 07:30:01,0
299770,19,0,59,213,2017-11-09 09:51:02,1
147574,3,1,19,424,2017-11-09 06:57:08,0
83321,6,1,25,459,2017-11-09 08:21:12,0
73278,3,1,18,409,2017-11-08 13:37:41,0
31653,39,1,13,101,2017-11-08 06:40:28,1
56020,35,1,10,21,2017-11-08 17:38:43,1
60384,2,1,19,435,2017-11-08 10:32:21,0
206868,14,1,19,463,2017-11-07 13:45:26,1
4019,9,2,17,107,2017-11-09 11:16:31,0
26616,12,1,19,245,2017-11-08 02:41:21,0
243680,5,1,61,113,2017-11-08 10:22:34,1
100084,18,1,19,134,2017-11-08 05:12:35,0
69785,35,1,13,274,2017-11-08 14:41:16,1
148689,19,0,29,213,2017-11-07 11:26:40,1
49602,3,1,8,280,2017-11-08 15:24:31,0
102010,9,1,19,134,2017-11-08 06:43:31,0
59124,35,1,14,21,2017-11-07 00:13:46,1
298695,19,0,21,213,2017-11-09 03:23:25,1
177070,18,1,19,107,2017-11-08 09:30:37,0
176862,18,1,25,439,2017-11-07 14:27:44,0
212393,3,1,40,130,2017-11-06 19:48:02,1
173118,19,0,24,347,2017-11-09 09:48:58,1
233151,13,1,19,477,2017-11-08 00:50:31,1
44527,9,1,9,234,2017-11-08 16:10:23,0
94262,21,1,19,128,2017-11-07 15:27:50,0
73487,3,1,20,280,2017-11-08 14:22:58,0
37302,29,1,18,213,2017-11-07 00:11:04,1
151616,2,1,8,236,2017-11-07 03:56:53,0
130571,5,1,37,113,2017-11-07 03:01:29,1
122793,26,1,19,266,2017-11-07 04:14:40,0
50522,12,1,41,245,2017-11-09 02:37:15,0
43855,2,1,19,219,2017-11-06 20:34:51,0
37079,9,1,19,334,2017-11-08 05:11:13,0
146678,64,1,22,459,2017-11-07 11:37:57,1
25097,2,1,20,205,2017-11-08 04:59:16,0
114655,26,1,6,121,2017-11-08 07:58:44,0
90397,9,1,13,442,2017-11-09 00:27:53,0
338328,19,7,21,213,2017-11-09 11:17:07,1
112302,7,1,19,101,2017-11-09 15:15:02,0
43142,9,1,19,134,2017-11-09 08:02:13,0
302095,19,0,21,282,2017-11-09 09:30:46,1
277895,19,0,0,213,2017-11-07 20:38:52,1
260395,3,1,19,280,2017-11-08 00:12:53,0
83069,18,1,22,107,2017-11-09 04:29:01,0
116696,3,2,37,30,2017-11-09 14:36:47,0
283970,35,1,22,274,2017-11-08 04:31:01,1
37082,3,1,22,442,2017-11-07 20:58:56,0
57425,2,1,19,435,2017-11-08 07:40:08,0
180156,15,2,19,245,2017-11-06 16:12:07,0
303166,145,374,29,320,2017-11-09 09:19:17,1
276268,72,1,19,101,2017-11-08 15:27:59,1
223943,19,0,21,213,2017-11-08 06:21:35,1
170770,35,1,13,21,2017-11-07 03:02:17,1
76853,37,1,13,21,2017-11-09 03:38:37,1
53964,18,1,19,30,2017-11-09 12:52:03,0
168585,145,3286,0,320,2017-11-07 10:18:19,1
15866,3,1,10,137,2017-11-06 21:25:33,0
141171,18,1,22,134,2017-11-08 07:42:43,0
216224,19,6,29,213,2017-11-08 13:17:42,1
172890,19,21,24,213,2017-11-07 03:29:06,1
74567,18,1,15,107,2017-11-09 08:19:13,0
54841,2,1,19,469,2017-11-07 11:24:41,0
83714,35,1,13,21,2017-11-07 03:35:04,1
43031,23,1,18,153,2017-11-07 05:59:01,0
87992,24,1,13,105,2017-11-09 15:57:53,0
49431,19,0,29,213,2017-11-09 07:08:56,1
263531,29,1,19,101,2017-11-08 10:18:37,1
30980,13,1,19,477,2017-11-08 00:42:06,0
166795,12,1,19,328,2017-11-08 13:31:51,0
229412,29,1,8,213,2017-11-08 12:50:22,1
123654,9,1,19,244,2017-11-06 17:21:46,0
121979,15,1,6,3,2017-11-09 08:08:37,0
27700,35,1,19,274,2017-11-06 21:36:56,1
5178,19,0,0,213,2017-11-09 09:06:58,1
189285,18,1,13,121,2017-11-06 23:05:26,0
73516,0,0,24,101,2017-11-08 12:08:02,1
135615,8,1,13,145,2017-11-07 05:18:35,0
32368,12,2,13,178,2017-11-07 04:00:20,0
320775,19,40,24,213,2017-11-09 01:04:05,1
362105,45,1,10,213,2017-11-09 14:38:49,1
93886,2,1,13,469,2017-11-07 12:22:38,0
73011,2,1,22,477,2017-11-07 12:06:30,0
325602,3,1,19,409,2017-11-09 01:54:00,0
114952,12,1,19,409,2017-11-07 03:01:20,0
88192,35,1,13,21,2017-11-07 00:20:31,1
49520,29,1,13,213,2017-11-08 09:33:42,1
324566,19,334,38,213,2017-11-08 22:59:46,1
66218,12,1,19,140,2017-11-08 05:36:23,0
100245,3,1,6,280,2017-11-08 18:09:39,0
113212,19,526,0,333,2017-11-09 14:36:22,1
192694,2,1,3,236,2017-11-09 04:43:01,0
219464,1,1,13,153,2017-11-07 20:00:17,0
4701,12,1,6,259,2017-11-08 01:41:37,0
79240,9,1,25,466,2017-11-08 06:31:55,1
104716,2,1,19,435,2017-11-09 01:54:57,0
77849,35,1,19,274,2017-11-08 06:45:39,1
110911,19,0,0,343,2017-11-09 01:10:25,1
273398,3,1,8,280,2017-11-08 00:35:34,0
5830,8,1,3,145,2017-11-08 22:50:36,0
24787,2,1,13,258,2017-11-07 13:58:58,0
238140,19,78,0,213,2017-11-09 10:18:49,1
318538,19,0,24,213,2017-11-09 03:53:50,1
152870,35,1,18,274,2017-11-07 05:39:44,1
69605,15,1,13,140,2017-11-08 05:46:19,0
132846,35,1,6,274,2017-11-06 23:28:05,1
48965,3,1,13,280,2017-11-08 17:13:29,0
40245,11,1,19,469,2017-11-09 01:10:37,1
77674,32,1,13,376,2017-11-08 23:30:52,1
123276,3,1,9,442,2017-11-07 01:44:14,0
67409,12,1,13,497,2017-11-07 12:52:36,0
64692,10,1,19,377,2017-11-07 09:36:32,1
28222,2,1,10,477,2017-11-06 18:09:25,0
66003,15,1,19,245,2017-11-08 16:00:02,0
68695,3,1,19,280,2017-11-07 14:15:23,0
113357,3,1,53,280,2017-11-08 08:36:27,0
84134,10,1,19,317,2017-11-09 09:37:02,1
120883,12,1,13,212,2017-11-08 15:50:03,0
97392,3,1,13,489,2017-11-08 00:13:11,0
198381,45,1,61,419,2017-11-07 05:42:47,1
342138,19,0,21,213,2017-11-09 06:48:22,1
33808,9,1,14,127,2017-11-08 16:59:41,1
5178,15,1,30,315,2017-11-08 11:43:25,0
341859,29,1,13,343,2017-11-09 01:45:24,1
178873,2,1,19,205,2017-11-07 14:21:02,0
360318,29,1,13,213,2017-11-09 11:23:14,1
225879,5,1,61,113,2017-11-08 05:28:11,1
114743,13,1,22,477,2017-11-07 18:22:16,0
15214,3,1,13,115,2017-11-07 13:10:25,0
40856,62,1,18,21,2017-11-08 03:36:27,1
41203,9,1,19,107,2017-11-09 04:29:42,1
213044,19,0,21,347,2017-11-08 09:48:16,1
94758,150,1,19,110,2017-11-07 07:19:13,0
100740,1,1,32,135,2017-11-09 01:24:41,0
87143,3,1,19,280,2017-11-07 08:30:20,0
164101,35,1,13,274,2017-11-08 21:46:12,1
353792,14,1,10,467,2017-11-09 00:39:14,0
189566,2,1,17,122,2017-11-07 05:46:53,0
142393,29,1,19,282,2017-11-08 07:03:05,1
165529,84,0,38,101,2017-11-07 13:05:22,1
150594,19,97,24,213,2017-11-07 03:54:04,1
5348,19,0,0,213,2017-11-07 14:59:51,1
204114,12,1,13,245,2017-11-08 19:06:28,0
329062,19,0,0,213,2017-11-09 12:54:46,1
236236,19,6,29,213,2017-11-08 13:53:58,1
9820,3,1,13,480,2017-11-07 01:12:22,0
364226,5,1,37,113,2017-11-09 06:59:05,1
101074,11,1,15,319,2017-11-09 06:00:21,0
169941,10,1,36,113,2017-11-07 09:35:38,1
43827,72,1,19,101,2017-11-08 13:00:17,1
82068,35,1,19,21,2017-11-09 01:18:09,1
49602,18,1,866,107,2017-11-09 07:16:46,0
218847,15,1,13,245,2017-11-08 14:34:50,0
96894,29,1,9,213,2017-11-09 02:42:13,1
91401,9,1,19,466,2017-11-07 17:01:44,1
231345,14,1,13,439,2017-11-08 12:30:40,0
2657,15,1,13,245,2017-11-08 14:52:16,0
92582,9,1,13,334,2017-11-07 04:16:19,0
105429,13,1,13,477,2017-11-07 10:09:41,0
308439,19,0,24,213,2017-11-09 13:18:42,1
29552,11,1,19,122,2017-11-08 06:57:57,0
17975,9,1,19,234,2017-11-08 22:10:00,0
20093,18,1,8,107,2017-11-09 08:51:23,0
8661,13,1,30,477,2017-11-08 10:37:07,0
9886,21,1,19,128,2017-11-09 07:08:45,0
115986,96,2218,21,282,2017-11-09 02:31:49,1
27159,19,0,50,210,2017-11-07 16:24:45,1
327317,29,1,19,213,2017-11-09 08:59:30,1
42139,8,1,13,145,2017-11-06 16:11:59,0
76919,29,1,19,343,2017-11-07 07:18:04,1
111186,55,1,19,453,2017-11-08 01:28:21,1
9072,19,102,24,213,2017-11-09 13:38:44,1
70780,18,1,13,121,2017-11-08 17:55:46,0
264921,19,0,0,282,2017-11-07 23:46:44,1
18126,9,1,20,466,2017-11-09 00:18:34,1
244546,19,172,59,213,2017-11-08 04:57:35,1
25097,3,1,18,280,2017-11-07 02:04:02,0
284043,5,1,32,113,2017-11-08 05:16:21,1
19310,155,1,18,213,2017-11-07 06:57:05,1
14145,9,1,10,466,2017-11-08 16:09:20,1
291480,19,39,59,282,2017-11-09 04:26:49,1
66451,19,50,0,282,2017-11-07 18:47:54,1
119913,11,1,22,319,2017-11-07 08:57:20,0
176307,19,241,50,213,2017-11-07 01:50:10,1
33322,19,0,0,213,2017-11-09 10:17:11,1
46549,35,1,19,21,2017-11-09 01:21:55,1
354794,19,381,21,213,2017-11-09 06:59:09,1
177812,12,1,13,124,2017-11-07 13:52:02,0
114303,9,1,1,127,2017-11-08 12:26:46,0
95820,14,1,1,439,2017-11-07 13:53:19,0
101192,35,1,41,274,2017-11-06 23:29:40,1
112775,9,1,1,134,2017-11-08 16:21:42,0
69489,9,1,6,107,2017-11-09 10:02:40,0
12479,19,0,24,347,2017-11-07 11:40:53,1
108561,3,1,13,442,2017-11-07 04:15:21,0
119258,11,1,2,487,2017-11-07 05:52:22,0
165119,3,1,13,280,2017-11-07 05:32:50,1
199672,35,1,19,21,2017-11-08 01:24:32,1
162037,18,1,9,107,2017-11-08 00:25:40,0
5147,29,1,28,343,2017-11-09 07:06:10,0
22464,3,1,19,489,2017-11-09 01:18:33,0
81620,18,1,17,121,2017-11-08 16:44:10,0
17488,12,1,13,328,2017-11-09 11:34:46,0
169243,19,379,24,213,2017-11-07 01:54:57,1
107369,9,1,13,258,2017-11-08 22:26:45,0
350268,175,1,19,101,2017-11-09 04:38:58,1
105720,2,1,19,452,2017-11-09 12:03:00,0
321584,5,1,4,113,2017-11-09 02:49:48,1
2706,12,1,19,259,2017-11-07 17:29:21,0
191416,50,0,24,213,2017-11-06 20:06:39,1
175837,12,1,41,409,2017-11-09 13:22:42,0
294816,108,1,19,243,2017-11-09 15:41:36,1
102588,10,1,35,113,2017-11-07 07:41:21,1
218097,19,0,24,213,2017-11-07 22:51:31,1
164777,18,1,19,107,2017-11-08 13:33:13,0
10254,23,1,17,153,2017-11-07 13:15:45,0
83764,3,1,19,424,2017-11-07 11:01:04,0
48170,19,0,24,347,2017-11-08 11:14:20,1
86767,12,1,10,178,2017-11-08 08:32:16,0
39987,13,1,13,400,2017-11-08 13:00:29,0
85925,72,1,22,101,2017-11-08 04:27:21,1
69117,18,1,16,107,2017-11-09 06:29:33,1
83866,19,9,24,213,2017-11-09 10:46:43,1
81522,3,1,13,280,2017-11-08 16:09:06,0
323190,10,1,36,113,2017-11-09 14:04:39,1
59050,18,1,19,134,2017-11-07 12:08:43,0
321744,66,1,19,101,2017-11-09 08:01:05,1
6913,19,0,24,213,2017-11-09 00:44:08,1
212467,21,1,13,128,2017-11-09 00:17:37,0
257940,19,1860,50,213,2017-11-08 09:41:15,1
191927,19,166,24,213,2017-11-08 13:16:13,1
277980,19,0,0,213,2017-11-08 13:53:23,1
37752,3,1,13,115,2017-11-09 11:55:36,0
249293,5,1,43,113,2017-11-08 10:25:33,1
9608,3,2,49,280,2017-11-07 01:19:08,0
95541,35,1,22,21,2017-11-09 04:13:03,1
274772,29,1,19,101,2017-11-08 09:43:43,1
5314,29,1,18,343,2017-11-08 00:40:37,0
31363,6,1,3,459,2017-11-07 06:58:13,0
294417,27,1,37,280,2017-11-09 05:32:59,1
196841,10,1,11,113,2017-11-08 05:36:24,1
14737,425,3032,607,347,2017-11-07 13:47:20,0
48240,2,1,19,237,2017-11-09 05:05:30,0
296001,5,1,37,113,2017-11-09 06:52:51,1
294503,5,1,47,113,2017-11-09 13:24:48,1
350653,19,0,24,213,2017-11-09 12:40:11,1
244558,19,0,24,213,2017-11-08 03:40:04,1
352448,29,1,13,213,2017-11-09 09:46:06,1
19832,35,1,19,21,2017-11-08 05:01:16,1
36366,12,1,53,265,2017-11-07 07:24:53,0
139325,29,1,20,213,2017-11-07 13:31:03,1
357463,15,1,28,3,2017-11-09 12:54:31,0
132823,21,1,8,128,2017-11-09 09:35:02,0
57474,3,1,19,442,2017-11-09 09:32:26,0
213588,19,0,21,213,2017-11-08 10:03:18,1
129155,9,1,19,244,2017-11-07 04:30:34,0
124414,9,2,13,232,2017-11-08 00:13:39,0
11691,5,1,37,113,2017-11-09 15:28:24,1
51675,9,1,17,334,2017-11-08 09:10:44,0
55774,29,1,13,101,2017-11-08 15:52:16,1
43881,2,1,19,219,2017-11-09 03:28:14,0
269700,12,1,13,205,2017-11-07 18:11:23,1
